Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Fiji Sun,fijisun,7.76984E+14,MEDIA_NEWS_COMPANY,FJ,"Bringing you the best and latest in Fiji's current affairs, sports, events, analysis and business news!! 

",41897.92014,256374,316851,2023-01-26 08:00:00 EST,44952,0.333333333,Link,35,28,3,1,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/776984482353833/posts/6027233087328920,"Commencing February 4, Air New Zealand will increase its operations between Auck­land International Airport (AKL) and Shanghai Pudong International Airport (PVG) from three to four times weekly. New Zealand’s national carrier currently operates the route with its Boeing 787-9 Dreamliner. #FijiSun #Fiji #SunBiz #TeamFiji",https://fijisun.com.fj/2023/01/26/air-new-zealand-to-increase-flights-to-china/,,,Air New Zealand To Increase Flights To China,"Commencing February 4, Air New Zealand will increase its operations between Auck­land International Airport (AKL) and Shanghai Pudong International Airport (PVG) from three to four times weekly....",,,,35,-8.29
Fiji Sun,fijisun,7.76984E+14,MEDIA_NEWS_COMPANY,FJ,"Bringing you the best and latest in Fiji's current affairs, sports, events, analysis and business news!! 

",41897.92014,196074,202536,2020-03-06 17:30:15 EST,43896,0.729340278,Link,35,28,2,4,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/776984482353833/posts/2940414866010773,"Government has widened its existing travel restrictions to cover all foreign nationals who have been present anywhere in South Korea within 14 days of their intended travel to Fiji. This is part of its efforts in continuing to closely monitor the global spread of coronavirus. As of yesterday, there were no confirmed cases of coronavirus in Fiji.",https://fijisun.com.fj/?p=500135,https://fijisun.com.fj/2020/03/07/south-korea-added-to-coronavirus-watch-list/,,South Korea Added To Coronavirus Watch List,"As of today, our borders will be closed to all foreign nationals who have been to mainland China, Italy, Iran or South Korea within 14 days of their intended travel to Fiji....",,,,35,-13.31
Fiji Sun,fijisun,7.76984E+14,MEDIA_NEWS_COMPANY,FJ,"Bringing you the best and latest in Fiji's current affairs, sports, events, analysis and business news!! 

",41897.92014,193393,198220,2019-12-13 17:16:05 EST,43812,0.719502315,Link,35,23,1,5,2,1,3,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/776984482353833/posts/2760022194050042,"Fiji Sun senior journalist Fonua Talei learned Chinese and covered international events as part of the 10-month China Asia Pacific Press Centre (CAPPC) training programme for Asia-Pacific journalists. Ms Talei also had the opportunity to do an internship at a leading international television organisation in Beijing, China Global Television Network (CGTN).",https://fijisun.com.fj/?p=492429,https://fijisun.com.fj/2019/12/14/congratulations-fonua-talei/,,"Congratulations, Fonua Talei!",Fiji Sun senior journalist completes her 10-month journalism training with the China Asia Pacific Press Centre (CAPPC)....,,,,35,-13.31
Fiji Sun,fijisun,7.76984E+14,MEDIA_NEWS_COMPANY,FJ,"Bringing you the best and latest in Fiji's current affairs, sports, events, analysis and business news!! 

",41897.92014,191254,195566,2019-09-25 23:16:00 EDT,43733,0.969444444,Link,35,26,3,2,3,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/776984482353833/posts/2590596357659294,"Mr Bainimarama said: “This is not about singling anyone out. I know Australia supplies you coal, as it does to China — who must also cut their coal reliance — and I urged the Australians to end their reliance on coal as well at the Pacific Islands Forum in Tuvalu.”",https://fijisun.com.fj/2019/09/26/prime-minister-voreqe-bainimarama-asks-india-to-reduce-reliance-on-coal/,,,Prime Minister Voreqe Bainimarama Asks India to Reduce Reliance on Coal,He was speaking at the India-Pacific Small Island States summit-level meeting in New York. Indian Prime Minister Narendra Modi was in attendance. ...,,,,35,-13.31
Post Courier,South.Pacific.Post,1.00064E+14,MEDIA_NEWS_COMPANY,PG,"Editor Matthew Vari Ph: +675 309 1054 E: mvari@spp.com.pg
Troy Taule  Digital Editor Ph: +675 3091116",41303.07083,30080,30504,2020-02-02 23:30:21 EST,43863,0.979409722,Link,35,22,1,11,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/195574833918434/posts/1650169395125630,,https://postcourier.com.pg/staff-travel-cancelled-due-to-coronavirus-ramu-nico/,,,Staff travel cancelled due to Coronavirus: Ramu NiCo,"Our Chinese employees who supposed to leave for their break have been cancelled since Jan 20, 2020 till now until further notice. Those who should return from their break have been advised to stay back in China until further notice",,,,35,-5.4
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,182713,192982,2020-03-19 00:07:40 EDT,43909,0.005324074,Link,35,17,4,13,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10158375551818678,"Border restrictions on mainland China, Italy, Iran, Spain and South Korea will be extended to foreign nationals who have been present in the United States of America and all of Europe, including the United Kingdom, within 14 days of their intended travel to Fiji. #TimesNews #FijiNews #COVID19",https://www.fijitimes.com/covid-19-new-travel-restrictions-imposed/,,,COVID-19: New travel restrictions imposed,Security officers check bags as passengers get ready to board their flight at the Nadi International Airport. Picture: JONACANI LALAKOBAU/FILE,,,,35,-2.29
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,181720,190608,2020-03-07 20:44:58 EST,43897,0.864560185,Link,35,27,0,6,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10158337809183678,Fijian Latui coach Senirusi Seruvakula faces a daunting task to select the run on team which will face China Lions in the opening match of the Global Rapid Rugby Season One at the ANZ Stadium in Suva next week on Saturday. #TimesSports #FijiSports #FijiRugby,https://www.fijitimes.com/final-check-for-latui/,,,Final check for Latui,FIJIAN Latui coach Senirusi Seruvakula faces a daunting task to select the run on team which will face China Lions in the opening match of the Global Rapid Rugby Season One at the ANZ Stadium in Suva next week on Saturday. The Latui rounded off their Western Division training schedule with a run at....,,,,35,-2.29
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,159471,165870,2019-02-12 17:48:05 EST,43508,0.741724537,Link,35,18,6,1,1,0,9,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10157239460633678,"""Let's not be suspicious about China.” This is the word from Minister for Defence, National Security and Foreign Affairs, Inia Seruiratu. #TimesNews #FijiNews #FijianParliament",https://www.fijitimes.com/china-fiji-deal-dont-be-suspicious/,,,China-Fiji deal: Don’t be suspicious,Minister for Trade Premila Kumar (left) with opposition member of parliament Viliame Gavoka during the parliament break yesterday. Picture: RAMA,,,,35,-2.29
Sunday Isles,sundayisles,1.00064E+14,MEDIA_NEWS_COMPANY,SB,"Solomon Islands' first Sunday paper, offering greater coverage of the stories that matter to you",41339.15347,11945,13674,2022-07-12 02:31:39 EDT,44754,0.1053125,Link,34,22,3,1,3,0,4,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/432206153524652/posts/5246828545395698,SIX Royal Solomon Islands Police Force (RSIPF) families were visited over the weekend by two groups of China Police Liaison Team (CPLT) officers led by Commissioner Zhang GuangBao and Chief Instructor Yin Wei together with the Chinese embassy staff accompanied by RSIPF Welfare Officers on 8and 9July 2022. READ MORE HERE: https://sundayisles.islesmedia.net/cplt-assists-rsipf-families-in-honiara/,https://sundayisles.islesmedia.net/cplt-assists-rsipf-families-in-honiara/,,,CPLT assists RSIPF families in Honiara - Sunday Isles,SIX Royal Solomon Islands Police Force (RSIPF) families were visited over the weekend by two groups of China Police Liaison Team (CPLT) officers led by,,,,34,-1.12
The Island Sun News,theIslandSunNews,1.00064E+14,MEDIA_NEWS_COMPANY,SB,Island Sun is the leading daily newspaper in the Solomon Islands. This is our official Facebook page.,43117.00903,22883,23633,2021-04-15 19:43:12 EDT,44301,0.821666667,Link,34,27,2,2,0,1,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1887971264866723/posts/2763875813942926,VIEWPOINT- China vaccine needs certification before roll out TRANSPARENCY Solomon Islands (TSI) commends the responsible decision of the Executive Government for the recently arrived vaccine from People’s Republic of China (PRC) - that it be certified by World Health Organization (WHO) before any roll out in the country. Concerns now raised about the AstraZeneca make this decision a wise and responsible one. There is very little information available on the China Sinopharm. READ MORE: https://theislandsun.com.sb/china-vaccine-needs-certification-before-roll-out/,https://theislandsun.com.sb/china-vaccine-needs-certification-before-roll-out/,,,China vaccine needs certification before roll out | The Islandsun Daily News,"Local NewsPrivate View China vaccine needs certification before roll out By Press Release - April 16, 2021 0 2 Share Facebook Twitter WhatsApp Print TSI Advertise with Islandsun TRANSPARENCY Solomon Islands (TSI) commends the responsible decision of the Executive Government for the recently arrived....",,,,34,-5.56
The Island Sun News,theIslandSunNews,1.00064E+14,MEDIA_NEWS_COMPANY,SB,Island Sun is the leading daily newspaper in the Solomon Islands. This is our official Facebook page.,43117.00903,20712,21426,2020-11-30 19:42:37 EST,44165,0.821261574,Link,34,18,7,2,0,2,1,3,1,0,,-,0,0,0,N/A,https://www.facebook.com/1887971264866723/posts/2667626056901236,"The Peoples Republic of China handed over USD150,000 covid-19 response funding to the government, Friday last week. More on link below.",https://theislandsun.com.sb/1-2m-help/,,,$1.2M help – The Islandsun Daily News,"PRC donates towards national covid-19 effort THE Peoples Republic of China handed over USD150,000 covid-19 response funding to the government, Friday last",,,,34,-5.56
Solomon Times Online,solomontimes,1.00063E+14,MEDIA_NEWS_COMPANY,FJ,"Welcome to Solomon Times Online on Facebook - a place for locally owned, independent and unbiased So",42520.54722,14180,14775,2021-05-13 16:42:00 EDT,44329,0.695833333,Link,34,28,0,4,1,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1716824358575623/posts/2876766432581404,,https://www.solomontimes.com/news/solomon-islands-assigns-first-ambassador-to-china/10830,,,Solomon Islands Assigns First Ambassador to China - Solomon Times Online,"Solomon Islands first ever Ambassador designate to the People’s Republic of China (PRC), John Moffat Fugui was commissioned by the Governor General, Sir David Vunagi at Government House yesterday.",,,,34,-1.76
SIBC News,SIBCOnline,1.00064E+14,MEDIA_NEWS_COMPANY,SB,"SIBC is a public service broadcaster which facilitates educational programs, recording and promotion",41551.42222,22251,23589,2020-04-01 07:10:26 EDT,43922,0.298912037,Link,34,31,1,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1424024597818541/posts/2523414107879579,https://www.sibconline.com.sb/china-supports-solomon-islands-in-the-fight-against-covid-19/d,https://www.sibconline.com.sb/china-supports-solomon-islands-in-the-fight-against-covid-19/,,,China supports Solomon Islands’ fight against COVID-19 | SIBC,"China supports Solomon Islands’ fight against COVID-19 Breaking News, China, Coronavirus, Diplomacy, Top HeadlinesApril 1, 2020 A+ A- Email Print Chinese national flag The Government of the People’s Republic of China (PRC) has donated three-hundred thousand US dollars to the Solomon Islands Gove...",,,,34,-3.26
Islands Business,IslandsBusiness,1.00064E+14,TOPIC_PUBLISHER,FJ,"Islands Business is the sole surviving news and business monthly of the Pacific Islands, and your so",41827.09097,28742,30008,2020-11-16 17:42:40 EST,44151,0.737962963,Link,34,8,1,13,2,6,2,2,0,0,,-,0,0,0,N/A,https://www.facebook.com/290491571130816/posts/1593777944135499,"Solomon Islands joins China, Iran and North Korea as countries that have banned Facebook. But precisely how the ban will be implemented is still to be seen.",https://www.solomontimes.com/news/solomon-islands-cabinet-passes-ban-on-facebook/10421,,,Solomon Islands Cabinet Passes Ban on Facebook - Solomon Times Online,"Cabinet has agreed to ban the world’s biggest social networking site, Facebook, in Solomon Islands.",,,,34,1.03
FBC News,fijibroadcastingcorporation.news,1.0007E+14,BROADCASTING_MEDIA_PRODUCTION,FJ,Official FB page for Fiji's leading news broadcaster under the Fiji Broadcasting Corporation.'LIVE' ,41801.11042,178354,199762,2020-06-15 16:06:09 EDT,43997,0.6709375,Link,34,25,0,6,1,0,0,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/527987560656455/posts/2839133999541788,China Railway First Group Limited has retained 271 project workers who had been temporarily suspended during the COVID-19 lockdown period. #FijiNews #FBCNews #Fiji #COVID19,https://www.fbcnews.com.fj/news/china-railway-first-group-retains-staff/,,,China Railway First Group retains staff,"News China Railway First Group retains staff Josaia Nanuqa Multimedia Journalist iTaukei Desk [email protected] | @JosaiaFBCNews June 16, 2020 5:57 am Song Tianpeng China Railway First Group Limited has retained 271 project workers who had been temporarily suspended during the COVID-19 lockdown per...",,,,34,-5.09
EMTV Online,EMTVonline,8.74725E+14,MEDIA_NEWS_COMPANY,PG,"Tweet us: https://twitter.com/EMTVOnline
Insta https://instagram.com/emtvonline/
",41927.95139,117605,119848,2019-10-18 02:27:08 EDT,43756,0.102175926,Link,34,30,1,0,0,2,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/874724655878768/posts/3327155710635638,"#RegionalNews SYDNEY (Reuters) - The United States and its Pacific allies have plugged a funding gap that endangered next month's independence referendum in the Papua New Guinea (PNG) region of Bougainville, a strategic move that also sidelined China, two sources told Reuters.",https://emtv.com.pg/u-s-edges-china-out-of-race-to-fund-bougainville-independence-vote/,,,emtv.com.pg,,,,,34,-2.82
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,211437,226125,2019-05-12 17:02:12 EDT,43597,0.709861111,Link,34,29,0,1,0,1,3,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/147992748592074/posts/2452733161451343,The Fijiana defeated Brazil 32-14 in the Challenge Trophy semifinal while China defeated Ireland 19-12 in the first semifinal. #Fiji #Sportsnews,http://fijivillage.com/sport/Fijiana-to-meet-China-in-Challenge-Trophy-Final-of-the-HSBC-World-Rugby-Womens-Series-Canada-7s-s2kr95/,,,Fijiana to meet China in Challenge Trophy Final of the HSBC World Rugby Women’s Series Canada 7s,The Fiji Airways Fijiana will now meet China in the Challenge Trophy Final of the HSBC World Rugby ...,,,,34,-9
Fiji Sun,fijisun,7.76984E+14,MEDIA_NEWS_COMPANY,FJ,"Bringing you the best and latest in Fiji's current affairs, sports, events, analysis and business news!! 

",41897.92014,258205,322204,2023-02-25 17:00:01 EST,44982,0.708344907,Link,34,27,0,4,2,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/776984482353833/posts/6129318463787048,Trade and Investment has always been an important factor in the bilateral relationship between Fiji and China. #FijiSun #FijiNews #TeamFiji #Fiji,https://fijisun.com.fj/2023/02/26/fiji-and-china-to-double-trade-efforts/,,,Fiji And China To Double Trade Efforts,Trade and Investment has always been an important factor in the bilateral relationship between Fiji and China. ...,,,,34,-6.62
